"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","SI(WT%)","AL(WT%)","TI(WT%)","FE(WT%)","MG(WT%)","MN(WT%)","K(WT%)","CR(WT%)","LI(PPM)","BE(PPM)","P(PPM)","S(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM): altern. values or methods","","","","CR(PPM): altern. values or methods","","","","CO(PPM): altern. values or methods","","","","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","SE(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB206(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.205.7S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","53.06","1.18","17.71","","","","8.82","","","","8.43","4.72","0.13","","","","1.73","3.75","0.37","","0.48","","","","","","","","","","","","","","","","","","","","","","221","XRF","","","0","XRF","","","","","","","26","XRF","","","38","50","22","","","60","XRF","","","802","XRF","","","18","XRF","","","139","XRF","","","7","XRF","","","","","","","","","686","XRF","","","23.4","INAA","","","48.5","INAA","","","","28.2","INAA","","","5.17","INAA","","","1.75","","0.7","","","","","1.59","0.26","3.86","0.39","","","17","","","4.28","1.5",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.205.11S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","54.77","1.12","18.16","","","","8.75","","","","6.84","3.33","0.13","","","","2.07","3.86","0.39","","0.66","","","","","","","","","","","","","","","","","","","","","","231","XRF","","","4","XRF","","","","","","","8","XRF","","","63","103","22","","","67","XRF","","","774","XRF","","","22","XRF","","","135","XRF","","","6","XRF","","","","","","","","","608","XRF","","","23","INAA","","","46.9","INAA","","","","26.7","INAA","","","5.55","INAA","","","1.69","","0.72","","","","","2.02","0.33","3.68","0.35","","","18","","","6.11","1.57",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.163.3S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","55.57","1","16.32","","","","7.93","","","","6.37","6.03","0.12","","","","2.03","3.65","0.29","","0.72","","","","","","","","","","","","","","","","","","","","","","171","XRF","","","246","XRF","","","","","","","134","XRF","","","44","82","19","","","92","XRF","","","684","XRF","","","15","XRF","","","113","XRF","","","5","XRF","","","","","","","","","611","XRF","","","22.6","INAA","","","47.6","INAA","","","","23.8","INAA","23.001","TIMS_ID","4.39","INAA","4.354","TIMS_ID","1.35","","0.54","","","","","1.35","0.2","3.32","0.41","","","18","","","6.5","1.87",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.302.3S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","45.34","2.92","15.23","","","","13.53","","","","9.45","4.39","0.2","","","","1.28","3.47","1.44","","2.99","","","","","","","","","","","","","","","","","","","","","","192","XRF","","","64","XRF","","","","","","","60","XRF","","","50","100","22","","","32","XRF","","","639","XRF","","","39","XRF","","","191","XRF","","","36","XRF","","","","","","","","","668","XRF","","","34.4","INAA","","","71.6","INAA","","","","41.9","INAA","40.952","TIMS_ID","8.55","INAA","8.654","TIMS_ID","3.49","","1.23","","","","","3.09","0.47","4.34","2.35","","","12","","","3.17","1.03",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.205.13S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","46.59","3.75","13.26","","","","16.17","","","","9.15","4.63","0.25","","","","1","3.27","0.91","","0.98","","","","","","","","","","","","","","","","","","","","","","386","XRF","","","42","XRF","","","","","","","31","XRF","","","55","127","25","","","22","XRF","","","373","XRF","","","56","XRF","","","256","XRF","","","23","XRF","","","","","","","","","485","XRF","","","27.9","INAA","","","66.3","INAA","","","","43.4","INAA","41.453","TIMS_ID","9.97","INAA","10.011","TIMS_ID","3.72","","1.67","","","","","4.56","0.7","6.18","1.34","","","12","","","2.23","0.7",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.208.2S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","48.19","2.52","15.43","","","","13.35","","","","7.93","5.57","0.18","","","","0.55","3.38","0.65","","2.48","","","","","","","","","","","","","","","","","","","","","","298","XRF","","","109","XRF","","","","","","","74","XRF","","","45","137","23","","","22","XRF","","","440","XRF","","","39","XRF","","","220","XRF","","","16","XRF","","","","","","","","","372","XRF","","","26.3","INAA","","","59.4","INAA","","","","35.4","INAA","","","7.71","INAA","","","2.57","","1.19","","","","","3.35","0.52","5.25","0.96","","","14","","","3.57","1.1",
"1999"," [13443] STOREY B. C. (1999)","samp. MB.219.4S","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","MAFIC DIKE","","","CRETACEOUS","MIDDLE","","","","","","WHOLE ROCK","","","","","","","","","","-74","-130","-77","-140","50.93","2.14","15.46","","","","10.96","","","","7.72","4.94","0.17","","","","1.84","3.38","1.31","","1.04","","","","","","","","","","","","","","","","","","","","","","206","XRF","","","82","XRF","","","","","","","37","XRF","","","37","116","22","","","35","XRF","","","884","XRF","","","39","XRF","","","374","XRF","","","28","XRF","","","","","","","","","827","XRF","","","64.1","INAA","","","135","INAA","","","","68.1","INAA","67.242","TIMS_ID","12","INAA","12.333","TIMS_ID","3.28","","1.35","","","","","2.93","0.48","8.04","1.35","","","16","","","5.23","1.75",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 10-10","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","OPHITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","45.66","2.02","14.62","","","","","3.85","","8.61","9.84","7.35","0.15","","","","1.11","2.59","0.37","","","","","","","","3.66","","","","","","","","","","","","1700","","27","","228","XRF","","","189","XRF","","","","","","","141","XRF","","","95","130","20","1","","45","XRF","","","491","XRF","","","22","XRF","","","143","XRF","","","32","XRF","","","","","","","","","455","XRF","","","27","XRF","","","50","XRF","","","6","23","XRF","23.96","TIMS_ID","5.026","TIMS_ID","","","","","","","","","","2.4","","5","0","","","3","","","0","0",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 4/6.2","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","INTERGRANULAR","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","46.76","2.22","16.12","","","","","2.5","","8.42","7.19","7.47","0.15","","","","1.03","3.57","0.53","","","","","","","","3.88","","","","","","","","","","","","1500","","25","","193","XRF","","","286","XRF","","","","","","","144","XRF","","","77","91","20","8.5","","51","XRF","","","513","XRF","","","24","XRF","","","183","XRF","","","51","XRF","","","","","","","","","727","XRF","","","33","XRF","","","75","XRF","","","9","37","XRF","","","","","","","","","","","","","","2.1","","6","3","","","5","","","4","0.5",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 24-3","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","INTERGRANULAR","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","45.27","2.22","14.16","","","","","2.7","","8.41","8.66","8.35","0.14","","","","1.87","3.1","0.51","","","","","","","","4.48","","","","","","","","","","","","1200","","22","","190","XRF","","","317","XRF","","","","","","","203","XRF","","","70","105","19","1","","53","XRF","","","563","XRF","","","22","XRF","","","182","XRF","","","51","XRF","","","","","","","","","689","XRF","","","31","XRF","","","63","XRF","","","8","30","XRF","32.66","TIMS_ID","6.94","TIMS_ID","","","","","","","","","","","","7","7","","","4","","","2","0",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 51-5","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","45.65","2.29","14.94","","","","","2.83","","7.06","7.53","7.13","0.14","","","","3.45","3.16","0.71","","","","","","","","5.04","","","","","","","","","","","","900","","19","","148","XRF","","","306","XRF","","","","","","","173","XRF","","","50","87","18","0","","94","XRF","","","832","XRF","","","24","XRF","","","254","XRF","","","81","XRF","","","","","","","","","1149","XRF","","","52","XRF","","","96","XRF","","","11","40","XRF","","","","","","","","","","","","","","","","10","7","","","6","","","4","1",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 57-6","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","CAMPTONITE","FINE-GRAINED, PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","45.69","2.33","15","","","","","3.38","","6.7","7.65","6.49","0.15","","","","3.88","2.96","0.73","","","","","","","","4.98","","","","","","","2.88","","","","","800","","19","","151","XRF","","","386","XRF","","","","","","","179","XRF","","","50","92","20","0","","104","XRF","","","786","XRF","","","24","XRF","","","258","XRF","","","84","XRF","","","","","","","","","1199","XRF","","","53","XRF","","","99","XRF","","","10","44","XRF","43.07","TIMS_ID","7.79","TIMS_ID","","","","","","","","","","2.2","","9","5","","","6","","","4","1",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 6-1","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","CAMPTONITE","FINE-GRAINED, PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","45.65","2.26","14.94","","","","","2.21","","8.17","8.95","7.47","0.14","","","","2.92","3.11","0.63","","","","","","","","3.43","","","","","","","","","","","","1100","","24","","189","XRF","","","416","XRF","","","","","","","158","XRF","","","64","103","21","1.5","","80","XRF","","","778","XRF","","","24","XRF","","","237","XRF","","","73","XRF","","","","","","","","","1065","XRF","","","49","XRF","","","92","XRF","","","7","40","XRF","","","","","","","","","","","","","","2.4","","8","0","","","5","","","5","0.5",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 9-1","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","TRACHYDOLERITE","FINE-GRAINED","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","48.65","2.06","17.57","","","","","2.2","","8.07","5.45","2.75","0.16","","","","3.83","4.24","1.14","","","","","","","","3.82","","","","","","","","","","","","600","","12","","76","XRF","","","72","XRF","","","","","","","16","XRF","","","27","104","20","2","","88","XRF","","","1077","XRF","","","32","XRF","","","274","XRF","","","100","XRF","","","","","","","","","1697","XRF","","","76","XRF","","","128","XRF","","","12","55","XRF","54.26","TIMS_ID","9.38","TIMS_ID","","","","","","","","","","","","9","5","","","10","","","10","1",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 19-4","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","TRACHYDOLERITE","FINE-GRAINED","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","50.79","1.91","16.93","","","","","1.97","","8.21","4.66","2.45","0.15","","","","4.14","3.95","0.98","","","","","","","","3.77","","","","","","","","","","","","800","","14","","84","XRF","","","259","XRF","","","","","","","15","XRF","","","18","95","21","2","","88","XRF","","","785","XRF","","","36","XRF","","","309","XRF","","","94","XRF","","","","","","","","","1790","XRF","","","79","XRF","","","150","XRF","","","16","58","XRF","58.86","TIMS_ID","12.72","TIMS_ID","","","","","","","","","","2","","12","5","","","16","","","12","1.5",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 1-4","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","TRACHYDOLERITE","FINE-GRAINED","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","53.29","1.21","17.55","","","","","2.14","","7.2","3.75","1.36","0.18","","","","5.1","4.95","0.71","","","","","","","","2.51","","","","","","","4.04","","","","","500","","10","","8","XRF","","","80","XRF","","","","","","","14","XRF","","","19","104","22","1.5","","104","XRF","","","642","XRF","","","38","XRF","","","363","XRF","","","126","XRF","","","","","","","","","1359","XRF","","","85","XRF","","","154","XRF","","","15","59","XRF","60.27","TIMS_ID","10.27","TIMS_ID","","","","","","","","","","1.9","","11","8","","","15","","","15","2",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 2013","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","TRACHYDOLERITE","FINE-GRAINED","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","WHOLE ROCK","","","","","","","","","","-71","-69","-71","-69","62.6","1.18","14.4","","","","","2.53","","5.15","1.6","1.49","0.1","","","","3.72","3.16","0.54","","","","","","","","2.71","","","","","","","","","","","","","","9","","39","AES","","","18","AES","","","","","","","36","AES","","","","","7","","","","","","","570","AES","","","23","AES","","","275","AES","","","","","","","","","","","","","1600","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 1","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","-71","-69","-71","-69","39.13","","","","","","","1.57","","14.29","","44.69","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 2","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","-71","-69","-71","-69","51.77","1.1","4.71","0.02","","","","0.01","","6.21","20.42","15.8","0.13","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 3","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DOLERITE","PORPHYRITIC","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","-71","-69","-71","-69","42.61","3.7","9.67","","","","","","8.76","","21.97","11.91","0.34","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 4","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","CAMPTONITE","","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","-71","-69","-71","-69","50.33","0.89","4.25","0.47","","","","4.49","","1.17","20.33","16.98","0.45","","","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 5","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","TRACHYDOLERITE","","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","-71","-69","-71","-69","49.79","1.31","5.95","","","","","3.48","","5.79","16.59","15.3","","","","","","1.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 6","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","CAMPTONITE","","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KAERSUTITE","","","","PRIMARY","","","","","-71","-69","-71","-69","38.48","5.44","16.72","","","","","","14.27","","12.32","9.37","0.2","","","","11.96","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1993"," [13739] MIKHALSKY E. V. (1993)","samp. 7","","ANTARCTICA / EAST ANTARCTIC RIFT SYSTEM (LAMBERT-AMERY RIFT) / JETTY PENINSULA","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","CAMPTONITE","","DIKE","320000000","320000000","CARBONIFEROUS","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KAERSUTITE","","","","PRIMARY","","","","","-71","-69","-71","-69","37.78","7.24","14.68","","","","","","12.11","","11.85","10.42","","","","","1.66","2.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
