"Year","CITATION","SAMPLE NAME","UNIQUE_ID","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","MG(WT%)","K(WT%)","NA(WT%)","LI(PPM)","F(PPM)","S(PPM)","CL(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM): altern. values or methods","","","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","PD(PPB)","AG(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PT(PPB)","AU(PPM)","AU(PPB)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"1985"," [4774] WHALEN J. B. (1985)","samp. 40933","","34.83","4.07","13.14","","","","1.75","","20.41","0.44","10.79","0.36","","","","7.9","0.31","0","4","","","1","0.26","0.29","","","","","","","","75","","","","33","","304","4","","79","14.5","EMP (EPMA)","","","","","46.5","284","","","","191","3.5","2","","","","","","","","","","4875","","6","","","","","","","","","","","","","","","","","","","","9.5","","","",
"1985"," [4774] WHALEN J. B. (1985)","samp. 40938","","36.88","3.13","14.26","","","","2.84","","13.62","0.28","14.66","0.41","","","","8.8","0.67","0","3.5","","","0.4","0.17","0.1","","","","","","","","57","","","","37","","276","12","","60","20","EMP (EPMA)","","","","","75","274","","","","271","2.5","2","","","","","","","","","","1770","","0","","","","","","","","","","","","","","","","","","","","12.5","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2109","","42.4","1.39","6.25","","","","6.95","","6.7","16.7","15","0.23","","","","1.76","0.42","1.28","","0.32","0.16","0.1","","","","","","","","","","","","","","70","","380","600","","","200","OES","","","","","44","","","","","","320","50","600","","","","","","","","","1300","130","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 3096","","44.5","1.27","8.1","","","","3.8","","6.25","15.6","13.6","0.2","","","","3.4","0.54","1.56","","0.46","0.16","0.1","","","","","","","","","","","","","","75","","170","140","","","55","OES","","","","","41","","","","","","380","40","140","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2107","","44.7","0.77","3.4","","","","7.75","","6.9","18.6","15.4","0.24","","","","0.35","0.39","0.09","","0.34","0.28","0.2","","","","","","","","","","","","","","80","","300","700","","","150","OES","","","","","28","","","","","","160","40","700","","","","","","","","","130","110","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 5012","","40.9","1.03","16.2","","","","8.75","","5.75","16.5","7.75","0.15","","","","0.81","0.87","0.3","","1.2","0.2","0.3","","","","","","","","","","","","","","49","","420","110","","","24","OES","","","","","62","","","","","","560","40","110","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 5002","","45.3","1.02","9.7","","","","6.65","","6.6","15.8","11.5","0.21","","","","1.39","1.14","0.32","","0.44","0.16","0.1","","","","","","","","","","","","","","61","","320","290","","","65","OES","","","","","82","","","","","","500","0","290","","","","","","","","","240","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2222","","46.2","0.81","14.9","","","","4.15","","6.3","13","8.8","0.12","","","","1.88","2.8","0.94","","0.62","0.12","0.07","","","","","","","","","","","","","","30","","160","130","","","82","OES","","","","","17","","","","","","","0","130","","","","","","","","","1150","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 4282B","","50.5","0.8","17.5","","","","4.75","","4.25","3.95","8.4","0.15","","","","3.3","3.85","0.6","","1.38","0.2","0.2","","","","","","","","","","","","","","21","","225","90","","","15","OES","","","","","170","","","","","","950","0","90","","","","","","","","","1000","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 3094","","52.6","0.58","17.9","","","","4.4","","3.5","8.15","2.85","0.15","","","","4.05","3.3","0.3","","1.79","0.17","0.2","","","","","","","","","","","","","","20","","200","180","","","16","OES","","","","","39","","","","","","1000","0","0","","","","","","","","","1800","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 4307","","53.7","0.57","18.2","","","","3.05","","3.6","2.7","7.3","0.15","","","","4.6","3.9","0.41","","0.9","0.38","0.2","","","","","","","","","","","","","","14","","180","140","","","13","OES","","","","","31","","","","","","1000","0","140","","","","","","","","","1600","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 3292A","","54.9","0.73","14.8","","","","4.05","","3.95","5.35","7.2","0.14","","","","3.5","3.25","0.52","","1.05","0.27","0.03","","","","","","","","","","","","","","25","","210","270","","","70","OES","","","","","88","","","","","","700","0","270","","","","","","","","","1250","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2310","","55","0.81","15.3","","","","4.5","","3.95","7.2","3.95","0.14","","","","4.31","3.15","0.34","","1.15","0.21","0.03","","","","","","","","","","","","","","24","","230","115","","","21","OES","","","","","100","","","","","","820","0","115","","","","","","","","","1200","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 3133","","55.9","0.67","15.7","","","","4.95","","2.85","3.3","6.6","0.15","","","","4.9","3.8","0.51","","0.29","0.19","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2225","","58.1","0.58","17.8","","","","3.2","","2.1","5.3","2.9","0.2","","","","3.5","4.8","0.8","","0.1","0.12","0.05","","","","","","","","","","","","","","13","","130","64","","","31","OES","","","","","34","","","","","","","0","0","","","","","","","","","950","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2218","","59.5","0.45","17.2","","","","1.95","","2.55","4.8","2.8","0.08","","","","4.8","5","0.4","","0.25","0.09","0.07","","","","","","","","","","","","","","15","","105","125","","","38","OES","","","","","0","","","","","","1000","0","0","","","","","","","","","1150","120","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2221","","60.41","0.52","15.22","","","4.88","","","","4.93","3.38","0.09","","","","5.76","4.25","0.61","","","","","","","","","","","","","","","","","","16","","130","170","","","52","OES","","","","","16","","","","","","","40","0","","","","","","","","","","170","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2226","","64.2","0.25","17.3","","","","0.85","","1.5","1.4","0.95","0.03","","","","5.55","7.25","0.1","","0.2","1.14","0.03","","","","","","","","","","","","","","9","","105","140","","","18","OES","","","","","24","","","","","","","0","150","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 4322","","45.2","1.02","14.6","","","","6.85","","6.3","9.35","6.2","0.22","","","","4.55","2.35","0.14","","2.38","0.24","0.3","","","","","","","","","","","","","","25","","340","57","","","15","OES","","","","","28","","","","","","1000","0","57","","","","","","","","","1300","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 5024","","46.3","1.08","18.2","","","","4.25","","5.35","8.55","4.75","0.14","","","","2.9","3.25","0.08","","4.05","0.35","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 5085","","53.5","0.58","17.88","","","6.49","","","","6.73","2.33","0.81","","","","9.32","2.25","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 5097","","53.9","0.33","19.1","","","","2.35","","1.36","4.15","0.85","0.14","","","","10.5","2.2","0.09","","2.65","0.51","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 3291A","","59.7","0.28","19.7","","","","1.24","","0.78","2.2","0.29","0.06","","","","10.9","2.5","0.04","","1.37","0.13","0.05","","","","","","","","","","","","","","7","","84","120","","","10","OES","","","","","100","","","","","","","0","190","","","","","","","","","1450","0","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2227","","","","","","","","","","","","","","","","","7.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 2310","","","","","","","","","","","","","","","","","7.598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [5512] SMITH I. E. M. (1972)","samp. 1309","","","","","","","","","","","","","","","","","0.3947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-732","","39.17","","0","","","","","18.22","","0","42.37","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-730","","55.75","0","1.38","0","","","","11.93","","1.52","29.84","0.18","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-730","","52.66","0.14","2.6","0.18","","","","5.38","","22.24","16.75","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-732","","55.59","0","1.27","0","","","","11.98","","1.37","29.89","0.28","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-732","","52.64","0","1.94","0.28","","","","5.29","","22.62","16.22","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-728","","54.59","0","1.01","0","","","","15.23","","1.41","27.39","0.35","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-728","","52.55","0.12","1.67","0.11","","","","6.46","","22.65","15.8","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-727","","52.33","0","0.48","0","","","","24.88","","0.64","21.38","0.45","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-727","","52.41","0.11","0.65","0","","","","9.64","","22.5","14.28","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-705","","53.27","0","1.32","0","","","","19.75","","1.58","23.6","0.56","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-732","","43.64","0.04","20.1","","","","1.62","","3.84","11.57","15.11","0.09","","","","0.02","0.83","0.01","","2.87","0.21","0.26","","","","0.01","","","","","","","","","","11","220","29","895","","","498","XRF","","","","","17","32","","","","0.2","75","0","0","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-729","","48.63","0.09","17.22","","","","1.03","","3.19","17.4","10.82","0.09","","","","0.02","0.68","0.02","","0.64","0.04","0.28","","","","0.01","","","","","","","","","","39","490","98","1190","","","189","XRF","","","","","13","22","","","","0.2","71","3","2","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-730","","50.03","0.08","15.17","","","","1.2","","4.18","14.55","13.65","0.14","","","","0.005","0.5","0.01","","0.48","0.06","0.1","","","","0.01","","","","","","","","","","42","430","89","545","","","155","XRF","","","","","2","30","","","","0","92","2","2","1","","","","","","","","0","","0.23","0.045","0.27","0.12","0.07","0.2","0.04","0.29","0.075","0.22","","0.23","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-731","","49.73","0.08","17.88","","","","1.52","","3.83","15.09","11.3","0.13","","","","0.005","0.64","0.01","","0.28","0.05","0.01","","","","0.01","","","","","","","","","","38","370","79","314","","","139","XRF","","","","","3","26","","","","0.1","136","2","0","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-728","","50.55","0.13","15.19","","","","1.4","","4.54","15.32","11.7","0.14","","","","0.008","0.9","0.01","","0.36","0.06","0.11","","","","0.01","","","","","","","","","","46","660","119","414","","","134","XRF","","","","","21","36","","","","0","90","3","0","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-727","","55.83","0.57","15.98","","","","3.1","","5.87","9.55","4.76","0.13","","","","0.13","3.01","0.08","","0.81","0.06","0.33","","","","0.1","","","","","","","","","","35","3420","233","107","","","35","XRF","","","","","253","32","","","","1.2","170","13","37","2","","","","","","","0.03","5","3.49","8.5","1.15","5.24","1.42","0.59","1.64","0.3","2.04","0.48","1.37","0.19","1.34","","0.82","","","","","","","0.27","","0.13","0.05",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-704","","60.69","0.27","16.12","","","","1.4","","3.62","8.91","4.74","0.1","","","","0.22","2.96","0.05","","1.04","0.11","0.11","","","","0","","","","","","","","","","28","1620","115","176","","","39","XRF","","","","","10","39","","","","1.2","183","9","39","1.5","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-705","","62.08","0.33","15.05","","","","1.71","","3.38","8.24","4.23","0.09","","","","0.2","2.96","0.07","","1.14","0.1","0.17","","","","0.01","","","","","","","","","","26","2000","138","188","","","44","XRF","","","","","4","32","","","","1.2","184","10","57","1.5","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [6341] JAQUES A. L. (1980)","samp. 75522-703","","63.18","0.26","14.47","","","","1.92","","3.89","7.12","4.62","0.11","","","","0.55","3.01","0.07","","1.39","0.1","0.16","","","","0.04","","","","","","","","","","25","1560","114","183","","","29","XRF","","","","","23","41","","","","9.4","203","6","45","1","","","","","","","0.14","45","3.34","8.97","1.06","4.74","1.01","0.34","1.05","0.17","0.99","0.21","0.62","","0.66","","1.05","","","","","","","0.75","","0.47","0.17",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","38.19","0.03","0.02","0","","","","25.15","","0.22","36.58","0.7","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","38.42","0","0.01","0.01","","","","24.45","","0.22","37.1","0.74","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 18","","51.46","0.36","3.21","0.2","","","2.31","","3.71","22.82","15.53","0.1","","","","0.01","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 18","","51.39","0.58","2.54","0","","","2.7","","5.34","22.54","13.92","0.52","","","","0","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","49.42","0.59","4.15","0.01","","","4.3","","3.02","22.75","14.54","0.14","","","","0.01","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","48.33","0.81","5.24","0.04","","","5.14","","2.61","23.03","14","0.16","","","","0.01","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 15","","40.55","2.49","13.12","0.01","","","","","6.42","0.01","21.36","0.12","0","","","9.11","0.85","","","","1.9","","4.7","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 17","","40.69","2.71","11.43","0.02","","","","","7.02","0","21.34","0.16","0","","","9.62","1","","","","1.54","","5.39","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","0.15","6.37","6.76","0.02","","","49.13","","32.77","0.02","2.97","0.6","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","0.09","8.31","5.01","0.06","","","48.15","","34.55","0.05","2.89","0.61","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 4","","51.12","1.01","17.08","","","10.51","","","","8.93","4.55","0.2","","","","2.75","3.02","0.36","","","","","","","","","1","","","","","","","","","","","224","","","29","10","ICPMS","","","","","135","61","","","","48","969","27","76","2","","","","","","","","291","14.9","28.9","","18.6","4.6","1.6","","0.76","4.31","0.91","2.48","0.42","2.3","0.33","2","0.1","","","","","","","","1.4","0.6",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 5","","49.08","1.1","17.67","","","10.32","","","","9.05","3.94","0.21","","","","1.47","3.37","0.43","","","","","","","","","3.4","","","","","","","","","","","296","","","26","4","ICPMS","","","","","99","50","","","","19","1107","25","87","3.3","","","","","","","","278","15","29.7","","20.1","5","1.7","","0.78","4.48","0.91","2.57","0.39","2.25","0.36","2.3","0.1","","","","","","","","1.3","1",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 7","","49.57","1.07","16.48","","","9.9","","","","9.73","4.23","0.18","","","","1.88","3.76","0.35","","","","","","","","","3.1","","","","","","","","","","","222","","","27","8","ICPMS","","","","","131","69","","","","40","1116","26","87","3.3","","","","","","","","270","14.2","30","","19.2","4.9","1.6","","0.77","4.67","0.96","2.66","0.41","2.42","0.36","2.5","0.2","","","","","","","","1.7","1.1",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 15","","51.78","0.89","17.01","","","9.13","","","","8.36","3.58","0.2","","","","3.26","3.6","0.37","","","","","","","","","2.5","","","","","","","","","","","187","","","25","7","ICPMS","","","","","80","68","","","","57","976","25","82","1.9","","","","","","","","263","12.2","25.9","","17","4.3","1.4","","0.7","4.34","0.86","2.44","0.42","2.17","0.34","2.3","0.1","","","","","","","","1.3","0.9",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 17","","51.5","0.92","17.05","","","9.75","","","","7.4","3.78","0.21","","","","3.09","3.22","0.39","","","","","","","","","2.6","","","","","","","","","","","209","","","26","8","ICPMS","","","","","141","75","","","","57","774","31","79","2","","","","","","","","322","14.3","27.4","","20.1","5.1","1.7","","0.83","4.93","0.98","2.79","0.47","2.56","0.37","2.3","0.1","","","","","","","","1.3","0.9",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 18","","52.86","0.87","16.97","","","9","","","","8.05","3.84","0.2","","","","3.28","3.69","0.34","","","","","","","","","1.4","","","","","","","","","","","211","","","24","7","ICPMS","","","","","92","69","","","","57","910","24","81","1.9","","","","","","","","274","11.8","25","","16.1","4.7","1.5","","0.69","4.17","0.88","2.45","0.38","2.28","0.35","2.2","0.1","","","","","","","","1.2","0.9",
"2001"," [7266] MÜLLER DANIEL (2001)","samp. 23","","53.21","0.86","18.4","","","7.26","","","","0.98","3.29","0.08","","","","4.33","5.97","0.34","","","","","","","","","4.1","","","","","","","","","","","218","","","22","40","ICPMS","","","","","43","40","","","","87","743","20","80","2.2","","","","","","","","323","17.1","32.8","","19.2","4.5","1.5","","0.62","3.6","0.73","1.95","0.34","1.92","0.32","2.3","0.1","","","","","","","","1.7","1.3",
"2005 "," [7509] KAMENOV G. D.(2005)  [GeoReM [1060] ]","samp. 471-339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2000"," [7670] HOUSH T. B. (2000)","samp. UG-9","","56.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
